facility_name,index,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
oakwood park lodge,4626,long-term care home,Nursing and residential care facilities,Province of Ontario,,6747,oakwood drive,L2G0J3,niagara falls,on,,Niagara Falls,3526043,35,43.0769904,-79.11785895
obashkaandagaang (washagamis bay) (css),4627,community support service,Ambulatory health care services,Province of Ontario,,,mckenzie portage road,P0X1C0,keewatin,on,,"Kenora, Unorganized",3560090,35,49.73618353,-94.58120582
ochiichagwe'babigo'ining (anishinaabe cust. council) first nation (css),4628,community support service,Ambulatory health care services,Province of Ontario,,22,band office road,P9N0J2,dalles,on,,The Dalles 38C,3560089,35,49.89134615,-94.53944383
odette cancer centre - sunnybrook health sciences centre,4629,cancer,Hospitals,Public Health Agency of Canada,,2075,bayview ave,M4N3M5,toronto,on,2075 bayview ave. toronto on m4n 3m5,Toronto,3520005,35,43.720661,-79.378057
ogilvie villa,4630,retirement home,Nursing and residential care facilities,Province of Ontario,,1345,ogilvie road,K1J7P5,ottawa,on,,Ottawa,3506008,35,45.43018586,-75.62273151
ojibways of the garden river band,4631,community support service,Ambulatory health care services,Province of Ontario,,7,shingwauk street,P6A6Z8,garden river,on,,Garden River 14,3557074,35,46.53674861,-84.1498112
olde forge community resource centre,4632,community support service,Ambulatory health care services,Province of Ontario,,2730,carling avenue,K2B7J1,ottawa,on,,Ottawa,3506008,35,45.36005974,-75.79328176
omni health care — almonte country haven,4633,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K0A1A0,almonte,on,,,,35,,
omni health care — burnbrae gardens long term care residence,4634,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K0L1L0,campbellford,on,,,,35,,
omni health care — country terrace,4635,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,N0L1R0,komoka,on,,,,35,,
omni health care — forest hill,4636,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K2K3E9,kanata,on,,,,35,,
omni health care — frost manor,4637,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K9V5K3,lindsay,on,,,,35,,
omni health care — garden terrace,4638,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K2L4H8,kanata,on,,,,35,,
omni health care — kentwood park,4639,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K0K2T0,picton,on,,,,35,,
omni health care — maplewood,4640,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K0K1H0,brighton,on,,Brighton,,35,,
omni health care — pleasant meadow manor,4641,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K0L2V0,norwood,on,,,,35,,
omni health care — riverview manor nursing home,4642,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K9H3P8,peterborough,on,,Peterborough,,35,,
omni health care — rosebridge manor,4643,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K0G1G0,jasper,on,,,,35,,
omni health care — springdale country manor,4644,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K9J6X6,peterborough,on,,Peterborough,,35,,
omni health care — streamway villa,4645,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K9A2J8,cobourg,on,,Cobourg,,35,,
omni health care — the village green nursing home,4646,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K0K2Z0,selby,on,,,,35,,
omni health care — west lake terrace,4647,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K0K2T0,picton,on,,,,35,,
omni health care — willows estate,4648,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,L4G0N9,aurora,on,,Aurora,,35,,
omni health care — woodland villa,4649,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,K0C1P0,long sault,on,,,,35,,
one care home and community support services,4650,community support service,Ambulatory health care services,Province of Ontario,,317,huron street,N0M1L0,clinton,on,,Central Huron,3540025,35,43.62179308,-81.54961967
one kenton place,4651,retirement home,Nursing and residential care facilities,Province of Ontario,,3,kenton road,M2R2H6,toronto,on,,Toronto,3520005,35,43.7781514,-79.44369931
oneida first nation of the thames,4652,community support service,Ambulatory health care services,Province of Ontario,,2212,elm avenue,N0L2G0,southwold,on,,Oneida 41,3539021,35,42.81935384,-81.40965495
oneida nation of the thames,4653,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,2213,elm avenue,N0L2G0,southwold,on,,Oneida 41,3539021,35,42.81881374,-81.40975375
oneida nation of the thames long-term care home (tsi' nu: yoyantle' na' tuhuwatisni),4654,long-term care home,Nursing and residential care facilities,Province of Ontario,,2229,elm avenue,N0L2G0,southwold,on,,Oneida 41,3539021,35,42.81734514,-81.41178225
ongwanada hospital,4655,mental health,Hospitals,Public Health Agency of Canada,,191,portsmouth ave,K7M8A6,kingston,on,191 portsmouth ave. kingston on k7m 8a6,Kingston,3510010,35,44.2276751,-76.523867
ontario association of residents' councils - oarc,4656,community support service,Ambulatory health care services,Province of Ontario,,80,fulton way,L4B1J5,richmond hill,on,,Richmond Hill,3519038,35,43.85204332,-79.3801191
ontario brain injury association,4657,community support service,Ambulatory health care services,Province of Ontario,,3550,schmon parkway,L2V4Y6,thorold,on,,Thorold,3526037,35,43.1176724,-79.23961159
ontario college of family physicians - css,4658,community support service,Ambulatory health care services,Province of Ontario,,400,university avenue,M5G1S5,toronto,on,,Toronto,3520005,35,43.65344758,-79.38824899
ontario community support association (css),4659,community support service,Ambulatory health care services,Province of Ontario,,970,lawrence avenue w,M6A3B6,toronto,on,,Toronto,3520005,35,43.71371849,-79.45837461
ontario federation of indian friendship centres,4660,community support service,Ambulatory health care services,Province of Ontario,,219,front street e,M5A1E8,toronto,on,,Toronto,3520005,35,43.65076979,-79.36576928
ontario federation of indigenous friendship centres,4661,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,219,front street e,M5A1E8,toronto,on,,Toronto,3520005,35,43.65076979,-79.36576928
ontario finnish resthome association,4662,community support service,Ambulatory health care services,Province of Ontario,,725,north street,P6B5Z3,sault ste marie,on,,Sault Ste. Marie,3557061,35,46.5394265,-84.33521316
ontario march of dimes - chatham branch,4663,community support service,Ambulatory health care services,Province of Ontario,,150,north christina street,N7T7W5,sarnia,on,,Sarnia,3538030,35,42.97282622,-82.40586297
ontario march of dimes - halton region - rehab fdn for the disabled,4664,community support service,Ambulatory health care services,Province of Ontario,,50,king street e,L8N1A6,hamilton,on,,Hamilton,3525005,35,43.25564599,-79.8677757
ontario native welfare administrators' association,4665,community support service,Ambulatory health care services,Province of Ontario,,150,churchill boulevard,P6A6W3,sault ste marie,on,,Sault Ste. Marie,3557061,35,46.5104459,-84.29712455
ontario native women's association - css,4666,community support service,Ambulatory health care services,Province of Ontario,,150,city road,P7J1J7,fort william first nation,on,,Fort William 52,3558003,35,48.33850875,-89.22395704
ontario shores centre for mental health sciences,4667,psychiatric,Hospitals,Public Health Agency of Canada,,700,gordon st,L1N5S9,whitby,on,700 gordon st. whitby on l1n 5s9,Whitby,3518009,35,43.849046,-78.947981
opportunity for advancement,4668,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,54,wollesley street,M5T1A5,toronto,on,,Toronto,3520005,35,43.64849718,-79.40278569
orchard terrace care centre,4669,retirement home,Nursing and residential care facilities,Province of Ontario,,199,glover road,L8E5J2,hamilton,on,,Hamilton,3525005,35,43.21015079,-79.68313844
orchard view by the mississippi inc.,4670,retirement home,Nursing and residential care facilities,Province of Ontario,,219,paterson street,K0A1A0,mississippi mills,on,,Mississippi Mills,3509030,35,45.2288455,-76.17921898
orchard villa,4671,long-term care home,Nursing and residential care facilities,Province of Ontario,,1955,valley farm road,L1V3R6,pickering,on,,Pickering,3518001,35,43.84623863,-79.0826885
orchard walk retirement living,4672,retirement home,Nursing and residential care facilities,Province of Ontario,,1491,manotick station road,K4P1P6,ottawa,on,,Ottawa,3506008,35,45.23551053,-75.61154999
orillia soldiers' memorial hospital,4673,general,Hospitals,Public Health Agency of Canada,,170,colborne st w,L3V2Z3,orillia,on,170 colborne st. w. orillia on l3v 2z3,Orillia,3543052,35,44.605089,-79.425605
oshawa community health centre,4674,children's treatment centre,Hospitals,Province of Ontario,,115,grassmere avenue,L1H3X7,oshawa,on,,Oshawa,3518013,35,43.86928605,-78.84479043
oshawa senior citizens centre- john & northview branch,4675,community support service,Ambulatory health care services,Province of Ontario,,43,john street w,L1H1W8,oshawa,on,,Oshawa,3518013,35,43.89348755,-78.86343644
ottawa chinese community service centre,4676,community support service,Ambulatory health care services,Province of Ontario,,400,cooper street,K2P2H8,ottawa,on,,Ottawa,3506008,35,45.41574545,-75.69735714
ottawa hospital academic fht,4677,family health team - contract,Ambulatory health care services,Province of Ontario,,210,melrose avenue,K1Y4K7,ottawa,on,,Ottawa,3506008,35,45.39324465,-75.71944154
"ottawa hospital, the",4678,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,501,smyth road,K1H8L6,ottawa,on,,Ottawa,3506008,35,45.40123305,-75.64762792
ottawa inner city health inc.,4679,community support service,Ambulatory health care services,Province of Ontario,,5,myrand avenue,K1N5N7,ottawa,on,,Ottawa,3506008,35,45.43401466,-75.68310433
ottawa public health,4680,aids bureau,Ambulatory health care services,Province of Ontario,,179,clarence street,K1N5P7,ottawa,on,,Ottawa,3506008,35,45.43052396,-75.69009514
ottawa salus corporation,4681,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,2000,scott street,K1Z6T2,ottawa,on,,Ottawa,3506008,35,45.39602545,-75.75220245
ottawa valley family health team,4682,family health team - contract,Ambulatory health care services,Province of Ontario,,75,spring street,K0A1A0,mississippi mills,on,,Mississippi Mills,3509030,35,45.2287855,-76.18998128
ottawa west community support,4683,community support service,Ambulatory health care services,Province of Ontario,,1137,wellington street,K1Y2Y8,ottawa,on,,Ottawa,3506008,35,45.40212585,-75.72697335
over 55 (london) inc.,4684,community support service,Ambulatory health care services,Province of Ontario,,78,riverside drive,N6A1B4,london,on,,London,3539036,35,42.98258488,-81.26139442
owen hill care community,4685,long-term care home,Nursing and residential care facilities,Province of Ontario,,130,owen street,L4M3H7,barrie,on,,Barrie,3543042,35,44.3951391,-79.69019855
owen sound family health team,4686,family health team - contract,Ambulatory health care services,Province of Ontario,,1415,1 avenue w,N4K4K8,owen sound,on,,Owen Sound,3542059,35,44.57320527,-80.94444997
oxford county community health centre,4687,mental health and addiction organization,Nursing and residential care facilities,Province of Ontario,,35,metcalf street,N4S3E6,woodstock,on,,Woodstock,3532042,35,43.12877553,-80.75641637
oxford manor retirement residence,4688,retirement home,Nursing and residential care facilities,Province of Ontario,,276,oxford street,N5C2W1,ingersoll,on,,Ingersoll,3532018,35,43.03341871,-80.8808366
pace independent living,4689,community support service,Ambulatory health care services,Province of Ontario,,970,lawrence avenue w,M6A3B6,toronto,on,,Toronto,3520005,35,43.71371849,-79.45837461
