"Index","Facility_Name","Source_Facility_Type","ODCAF_Facility_Type","Provider","Unit","Street_No","Street_Name","Postal_Code","City","Prov_Terr","Source_Format_Address","CSD_Name","CSDUID","PRUID","Latitude","Longitude"
8925,"the bordeaux wine festival in québec city","festival / special event","festival site","province of québec",,120,"rue dalhousie","g1k8m5","québec","qc","120, rue dalhousie","Québec","2423027","24",46.818044,-71.200994
8927,"the caledon townhall players theatre","theatre","theatre/performance and concert hall","peel region",,18365,"hurontario st","l7k0x7","caledon","on","18365 hurontario st","Caledon","3521024","35",43.85977839,-79.99431767
8929,"the canadian museum of history's christmas market","trade show / fair","museum","province of québec",,100,"rue laurier","k1a0m8","gatineau","qc","100, rue laurier","Gatineau","2481017","24",45.430163,-75.709173
8932,"the castlefield event theatre",,"theatre/performance and concert hall","toronto",,2492,"yonge st","m4p2h7","toronto","on","2492 yonge st","Toronto","3520005","35",43.71193947,-79.39973884
8933,"the chapel gallery","art gallery","gallery","canadian museums association",,891,"99th street","s9a2y6","north-battleford","sk","891 99th street north battleford saskatchewan s9a 2y6 canada","North Battleford","4716029","47",52.7811788,-108.3005481
8934,"the chocolate museum","industry/trade museum industry/trade museum other other","museum","canadian museums association",,73,"milltown blvd","e3l1g5","st-stephen","nb","73 milltown blvd st stephen new brunswick e3l 1g5 canada","St. Stephen","1302037","13",45.1927599,-67.2794076
8935,"the creative artist","artist - self employed - hbb minor","artist","kelowna",769,306,"klo rd",,"kelowna","bc","klo rd 769 306","Kelowna","5935010","59",,
8936,"the crossings branch library","library","library or archives","lethbridge",,255,"britannia blvd w",,"lethbridge","ab","255 britannia blvd w","Lethbridge","4802012","48",49.67454705,-112.9081231
8938,"the discovery centre","children's museum science and technology museum","museum","canadian museums association",,1593,"barrington st","b3j1z7","halifax","ns","1593 barrington st. halifax nova scotia b3j 1z7 canada","Halifax","1209034","12",44.6533638,-63.5806211
8939,"the dory shop museum",,"museum","province of nova scotia",,11,"dock st","b0t1w0","shelburne","ns","11 dock st.","Shelburne","1201008","12",43.7594754,-65.3235032
8940,"the duke hunt historical museum",,"museum","canadian museums association",,3218,"rosslyn road","p7k0t4","thunder bay","on","3218 rosslyn road thunder bay ontario p7k 0t4 canada","Thunder Bay","3558004","35",48.3624993,-89.3110982
8941,"the edmonton telephone historical centre","science and technology museum","museum","canadian museums association",,10440,"108 ave nw","t5j2j1","edmonton","ab","prince of wales armouries heritage centre 10440 108 ave nw edmonton alberta t5j 2j1 canada","Edmonton","4811061","48",53.5540871,-113.5001642
8943,"the fifth sun theatre",,"theatre/performance and concert hall","toronto",,84,"hillcrest dr","m6g2e6","toronto","on","84 hillcrest dr","Toronto","3520005","35",43.67640814,-79.4289674
8944,"the focus gallery",,"gallery","hamilton",,66,"james street north","l8r2k5","hamilton","on","66 james street north, hamilton, on l8r 2k5","Hamilton","3525005","35",43.2585143,-79.867943
8945,"the forks national historic site of canada","historic site-building or park","heritage or historic site","canadian museums association",,25,"forks road","r3c4s8","winnipeg","mb","25 forks market road winnipeg manitoba r3c 4s8 canada","Winnipeg","4611040","46",49.8874721,-97.1300511
8946,"the fort gallery","art gallery","gallery","township of langley",,9048,"glover rd",,"township of langley","bc",,"Langley","5915001","59",49.16684947,-122.5811598
8947,"the forum (community peace centre","performing art centres","art or cultural centre","moncton",,22,"church st",,"moncton","nb","22 church st","Moncton","1307022","13",46.0891382,-64.77849831
8948,"the friends of the phoebe","history & society","miscellaneous","canadian museums association",,477,"aragon road","k0h1s0","glenburnie","on","477 aragon road glenburnie ontario k0h 1s0 canada","Kingston","3510010","35",44.30740965,-76.45534969
8949,"the fringe of toronto theatre festival",,"theatre/performance and concert hall","toronto",,344,"bloor st w","m5s3a7","toronto","on","344 bloor st w","Toronto","3520005","35",43.66674049,-79.40455617
8950,"the fundy gallery of art",,"gallery","saint john",,120,"mcdonald street",,"saint-john","nb","120 mcdonald street","Saint John","1301006","13",45.28718454,-66.0289544
8951,"the fur trade at lachine national historic site","museum / historic site","museum","province of québec",,1255,"boul st-joseph","h8s2m2","montréal","qc","1255, boul. st-joseph","Montréal","2466023","24",45.431425,-73.675626
8953,"the galt museum & archives","community/regional museum human history-archaelogy-anthropology or ethnology","museum","canadian museums association",,502,"1st street south","t1j0p6","lethbridge","ab","502 -1st street south lethbridge alberta t1j 0p6 canada","Lethbridge","4802012","48",,
8954,"the gladstone theatre","arts","theatre/performance and concert hall","ottawa",,,,,"ottawa","on",,"Ottawa","3506008","35",45.40425735,-75.7123624
8955,"the glass house","gallery","gallery","kingston",,1677,"bath rd",,"kingston","on","1677 bath rd","Kingston","3510010","35",44.23657577,-76.56928809
8956,"the grain academy & museum","agriculture museum transportation museum","museum","canadian museums association",,15,"20 way se","t2g2w1","calgary","ab","plus 15 bmo centre 20 roundup way s.e calgary alberta t2g 2w1 canada","Calgary","4806016","48",,
8957,"the grand theatre","theatre","theatre/performance and concert hall","kingston",,218,"princess st",,"kingston","on","218 princess st","Kingston","3510010","35",44.2318935,-76.48645118
8959,"the hamilton toy museum",,"museum","hamilton",,1231,"main street east","l8k1a5","hamilton","on","1231 main street east, hamilton, on l8k 1a5","Hamilton","3525005","35",43.2421368,-79.8172505
8960,"the heritage hut","concession","heritage or historic site","chilliwack",,44150,"luckakuck way","v2r4a7","chilliwack","bc","44150 luckakuck way, chilliwack bc v2r 4a7","Chilliwack","5909020","59",49.1422568,-122.0021204
8961,"the hudson's bay company gallery",,"gallery","toronto",,401,"bay st","m5h2y4","toronto","on","401 bay st","Toronto","3520005","35",43.65178143,-79.38111327
8962,"the icelandic festival of manitoba","science & nature history & society","festival site","canadian museums association",107,94,"first avenue","r0c1b1","gimli","mb","107 94 first avenue gimli manitoba r0c 1b1 canada","Gimli","4618031","46",,
8963,"the ironworks studio","theatre/performance","theatre/performance and concert hall","vancouver",,235,"alexander st","v6a1c2","vancouver","bc","235 alexander st vancouver bc v6a 1c2","Vancouver","5915022","59",49.284153,-123.099046
8964,"the jack miner migratory bird foundation","other","miscellaneous","canadian museums association",,360,"3 road west","n9y2e5","kingsville","on","360 road 3 west kingsville ontario n9y 2e5 canada","Ottawa","3506008","35",45.39126565,-75.75492896
8965,"the john l. leamon -stone barn museum","community/regional museum","museum","canadian museums association",,4,"magistrate's hill","a0a1k0","brigus","nl","4 magistrate's hill brigus newfoundland & labrador a0a 1k0 canada","Brigus","1001446","10",47.5356545,-53.2075901
8966,"the koffler centre of the arts (leo posluns theatre, bathurst jcc, donald gales family pavilion)",,"theatre/performance and concert hall","toronto",,4588,"bathurst st","m2r1w6","toronto","on","4588 bathurst st","Toronto","3520005","35",43.76283184,-79.44166888
8967,"the latcham gallery","art gallery","gallery","canadian museums association",,6240,"main street","l4a1e2","stouffville","on","6240 main street stouffville ontario l4a 1e2 canada","Whitchurch-Stouffville","3519044","35",43.9687889,-79.2582737
8968,"the law society of upper canada","history & society","miscellaneous","canadian museums association",,130,"queen street west","m5h2n6","toronto","on","osgoode hall 130 queen street west toronto ontario m5h 2n6 canada","Toronto","3520005","35",43.6520862,-79.38578217
8969,"the little claybelt homesteaders museum","science & nature history & society","museum","canadian museums association",,,,"p0j1p0","new liskeard","on","highway 11b dymond twp new liskeard ontario p0j 1p0 canada",,,"35",,
8970,"the little franciscans of mary museum and heritage space",,"museum","province of québec",,61,"rue ambroise fafard","g3z2j7","baie saint-paul","qc","61, rue ambroise-fafard","Baie-Saint-Paul","2416013","24",47.438558,-70.506658
8971,"the mack laing heritage society of the comox valley","historical society","heritage or historic site","canadian museums association",,,,"v9m8a2","comox","bc","po box 1494 comox british columbia v9m 8a2 canada","Comox","5926005","59",49.6727575,-124.9276204
8972,"the manitoba museum","community/regional museum human history-archaelogy-anthropology or ethnology natural history or natural sciences museum","museum","canadian museums association",,190,"rupert ave","r3b0n2","winnipeg","mb","190 rupert ave winnipeg manitoba r3b 0n2 canada","Winnipeg","4611040","46",49.900087,-97.13616714
8973,"the market gallery",,"gallery","toronto",,95,"front st e","m5e1c2","toronto","on","95 front st e","Toronto","3520005","35",43.64918984,-79.37149694
8974,"the melanie gillis studio and gallery",,"gallery","hamilton",,126,"james st n","l8r2k7","hamilton","on","126 james st. n 3rd floor, hamilton, on l8r 2k7","Hamilton","3525005","35",43.2600979,-79.8674019
8975,"the mennonite story",,"miscellaneous","canadian museums association",,1406,"king street n","n0b2n0","st-jacobs","on","1406 king street n st. jacobs ontario n0b 2n0 canada","Woolwich","3530035","35",43.53931067,-80.55345133
8976,"the michael j fox theatre society","community theatre","theatre/performance and concert hall","burnaby",,5455,"rumble st",,"burnaby","bc","5455 rumble st","Burnaby","5915025","59",49.21649647,-122.9852237
8978,"the mill sector","heritage sites","heritage or historic site","gatineau",,,,,"gatineau","qc",,"Gatineau","2481017","24",45.481698,-75.639088
8979,"the millet & district museum & archives","library and/or archives community/regional museum exhibition or cultural centre exhibition or cultural centre","museum","canadian museums association",,5120,"50 street","t0c1z0","millet","ab","5120 -50 street millet alberta t0c 1z0 canada","Millet","4811011","48",53.09701411,-113.472862
8980,"the mod club theatre",,"theatre/performance and concert hall","toronto",,722,"college st","m6g1c4","toronto","on","722 college st","Toronto","3520005","35",43.65539734,-79.41937279
8981,"the modern.toronto",,"miscellaneous","canadian museums association",211,1153,"queen street west","m6j1j4","toronto","on","211 -1153 queen street west toronto on m6j 1j4","Toronto","3520005","35",43.64325305,-79.42469334
8982,"the mojo stars","individual artists","artist","new westminster",,530,"columbia street",,"new-westminster","bc","530 columbia street","New Westminster","5915029","59",49.20341367,-122.9069978
8983,"the montréal aviation museum","museum / historic site","museum","province of québec",,,,,"sainte-anne-de-bellevue","qc","rue white cottage","Sainte-Anne-de-Bellevue","2466117","24",45.412616,-73.941653
8985,"the montréal museum of fine arts",,"museum","province of québec",,1380,"rue sherbrooke ouest","h3g1j5","montréal","qc","1380, rue sherbrooke ouest","Montréal","2466023","24",45.49839,-73.579693
8986,"the morris and sally justein heritage museum","religious museum other","museum","canadian museums association",,3560,"bathurst street north","m6a2e1","york","on","baycrest centre for geriatric care 3560 bathurst street north york ontario m6a 2e1 canada",,,"35",,
8988,"the natalie stern studio theatre","cinemas and theatres","theatre/performance and concert hall","ottawa",,,,,"ottawa","on",,"Ottawa","3506008","35",45.3933901,-75.7524697
8989,"the nathaniel hughson art gallery",,"gallery","hamilton",,27,"john st north","l8r1h1","hamilton","on","27 john st north, hamilton, on l8r 1h1","Hamilton","3525005","35",43.2567193,-79.8664371
8991,"the new gallery","art gallery","gallery","canadian museums association",,208,"centre st se","t2g2b6","calgary","ab","208 centre st. se calgary alberta t2g 2b6 canada","Calgary","4806016","48",51.0671198,-114.1308434
8992,"the old post office","art/culture","miscellaneous","oakville",,144,"front st",,"oakville","on","144 front st","Oakville","3524001","35",43.44276689,-79.66602077
8993,"the organization for the development of artists-gallery connexion","arts & leisure science & nature history & society","gallery","canadian museums association",,453,"queen street","e3b5b4","fredericton","nb","453 queen street fredericton new brunswick e3b 5b4 canada","Fredericton","1310032","13",45.9610731,-66.6385999
8994,"the ossington (gallery 61)",,"gallery","toronto",,61,"ossington ave","m6j2y9","toronto","on","61 ossington ave","Toronto","3520005","35",43.64560724,-79.41907396
8995,"the pas regional library",,"library or archives","government of manitoba",,53,"edwards ave","r9a1r2","the pas","mb","53 edwards ave","Kelsey","4621052","46",53.826884,-101.13231
8996,"the pavilion gallery museum inc.","arts & leisure history & society","museum","canadian museums association",,55,"pavilion crescent","r3p2n6","winnipeg","mb","55 pavilion crescent winnipeg manitoba r3p 2n6 canada","Winnipeg","4611040","46",49.8725568,-97.2293853
