facility_name,index,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
Central Parkland Lodge,8578,long term care,Nursing and residential care facilities,Saskatchewan Health Authorities,,,,S0K 2M0,lanigan,sk,"lanigan, sk s0k 2m0",Lanigan,4711049,47,51.851297,-105.025858
Chateau Providence - St. Brieux,8579,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0K 3V0,st breiux,sk,,,,47,,
Golden Life Management — Rose Wood Village,858,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V1R 4X9,trail,bc,,Trail,,59,,
Circle Drive Special Care Home,8581,specal care,Nursing and residential care facilities,Saskatchewan Health Authorities,,3055,preston ave,S7T 1C3,saskatoon,sk,"3055 preston ave saskatoon, sk s7t 1c3",Saskatoon,4711066,47,52.08649,-106.620778
Community Health Services,8582,,Ambulatory health care services,Saskatchewan Health Authorities,,350,cheadle street w,S9H 4G3,swift current,sk,"350 cheadle street west swift current, sk s9h 4g3",Swift Current,4708004,47,50.283113,-107.804835
Core Medicenter,8583,,Ambulatory health care services,Saskatchewan Health Authorities,,1635,11 avenue,S4P 0H5,regina,sk,1635 - 11th avenue regina saskatchewan s4p 0h5,Regina,,47,,
Cornerstone Therapies,8584,,Ambulatory health care services,Saskatchewan Health Authorities,,200,bradbrooke drive,S3N 2K5,yorkton,sk,"200 bradbrooke drive yorkton, sk s3n 2k5",Yorkton,4709012,47,51.2024191,-102.4763671
Coronach Health Centre,8586,,Ambulatory health care services,Saskatchewan Health Authorities,,240,south avenue e,S0H 0Z0,coronach,sk,"240 south avenue e. coronach, sk s0h 0z0",Coronach,4703004,47,49.1094328,-105.5150674
Craik and District Health Centre,8587,"clinic, longterm, ambulatory",Ambulatory health care services,Saskatchewan Health Authorities,,620,mary street,S0G 0V0,craik,sk,"620 mary street craik, sk s0g 0v0",Craik,4707092,47,51.044848,-105.811652
Creighton Community Health Services,8588,,Ambulatory health care services,Saskatchewan Health Authorities,,298,1 street e,S0P 0A0,creighton,sk,"298 1st street east creighton, sk s0p 0a0",Creighton,4718051,47,54.757036,-101.894881
Crescent View Clinic,8589,walk-in clinic,Ambulatory health care services,Saskatchewan Health Authorities,,131,1 avenue ne,S6H 0Y9,moose jaw,sk,"131 1st avenue ne moose jaw, sk s6h 0y9",Moose Jaw,4707039,47,50.390948,-105.53174
Golden Life Management — Silver Kettle Village,859,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,V0H 1H4,grand forks,bc,,Grand Forks,,59,,
Cudworth Nursing Home/Health Centre,8591,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,,,S0K 1B0,cudworth,sk,"cudworth, sk s0k 1b0",Cudworth,4715041,47,52.486807,-105.737803
Cumberland House Addiction Services,8592,addiction services,Nursing and residential care facilities,Saskatchewan Health Authorities,,,,S0E 0S0,cumberland house,sk,"cumberland house, sk s0e 0s0",Cumberland House,4718005,47,53.956179,-102.263573
Cumberland House Health Centre,8593,community health centre,Ambulatory health care services,Saskatchewan Health Authorities,,,2 avenue,S0E 0S0,cumberland house,sk,"2nd avenue cumberland house, sk s0e 0s0",Cumberland House,4718005,47,53.956179,-102.263573
Cumberland House Home Care,8594,,Nursing and residential care facilities,Saskatchewan Health Authorities,,#3,cumberland street,S0E 0S0,cumberland house,sk,"#3 cumberland street cumberland house, sk s0e 0s0",Cumberland House,,47,,
Cupar and District Nursing Home,8595,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,213,mills street,S0G 0Y0,cupar,sk,,Cupar,,47,,
Cupar Primary Health Care Clinic,8596,primary care,Ambulatory health care services,Saskatchewan Health Authorities,,213,mills street,S0G 0Y0,cupar,sk,213 mills street cupar saskatchewan s0g 0y0,Cupar,4706094,47,50.946074,-104.206599
Cut Knife Health Complex,8597,primary care,Ambulatory health care services,Saskatchewan Health Authorities,,102,dion avenue,S0M 0N0,cut knife,sk,"102 dion avenue cut knife, sk s0m 0n0",Cut Knife,4713098,47,52.747485,-109.026639
Cypress Regional Hospital,8598,hospital,Hospitals,Saskatchewan Health Authorities,,2004,saskatchewan drive,S9H 5M8,swift current,sk,"2004 saskatchewan drive swift current, sk s9h 5m8",Swift Current,4708004,47,50.311026,-107.775948
Dalmeny Spruce Manor Special Care Home,8599,special care,Nursing and residential care facilities,Saskatchewan Health Authorities,,701,1 st,S0K 1E0,dalmeny,sk,"701 1st st. dalmeny, sk s0k 1e0",Dalmeny,4711073,47,52.346835,-106.772637
Good Samaritan Canada Heron Grove,860,,Nursing and residential care facilities,Province of British Columbia,,4900,20 st,V1T 9W3,vernon,bc,4900 20 st vernon bc v1t 9w3,Vernon,5937014,59,50.2830685,-119.259139
Davidson Health Centre,8600,general,Hospitals,Public Health Agency of Canada,,900,government rd,S0G 1A0,davidson,sk,900 government rd. davidson sk s0g 1a0,Davidson,4711014,47,51.266611,-105.9844709
Deer View Lodge,8601,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,201,wilfred st,S0G 5A0,wawota,sk,,Wawota,,47,,
Delisle Primary Health Centre,8602,primary care,Ambulatory health care services,Saskatchewan Health Authorities,,305,first street w,S0L 0P0,delisle,sk,"305 first street west delisle, sk s0l 0p0",Delisle,4712056,47,51.924692,-107.134783
Dinsmore Health Care Centre,8603,hospital,Hospitals,Saskatchewan Health Authorities,,207,1 street e,S0L 0T0,dinsmore,sk,"207 – 1st street east dinsmore, sk s0l 0t0",Dinsmore,4712016,47,51.333416,-107.444463
Dr. f.h. Wigmore Regional Hospital,8605,hospital,Hospitals,Saskatchewan Health Authorities,,55,diefenbaker drive,S6J 0C2,moose jaw,sk,"55 diefenbaker drive moose jaw, sk s6j 0c2",Moose Jaw,4707039,47,50.419139,-105.525048
Duck Lake Beardy's Primary Health Team - Stobart Community School,8606,primary care,Ambulatory health care services,Saskatchewan Health Authorities,,556,front street box,S6J 0C2,,sk,"556 front street (box 279) duck lake, sk sok 1jo",Duck Lake,4715062,47,52.809276,-106.230402
Eatonia Primary Health Care Clinic,8608,,Ambulatory health care services,Saskatchewan Health Authorities,,205,2 avenue w,S0L 0Y0,eatonia,sk,"205 – 2nd avenue west eatonia, sk s0l 0y0",Eatonia,,47,,
Good Samaritan Canada Village by the Station,861,,Nursing and residential care facilities,Province of British Columbia,,270,hastings avenue,V2A 2V6,penticton,bc,270 hastings avenue penticton bc v2a 2v6,Penticton,5907041,59,49.485198,-119.596264
Echo Lodge Special Care Home,8610,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,560,broadway street w,S0G 1S0,fort quappelle,sk,560 broadway street west fort qu'appelle sk s0g 1s0,Fort Qu'Appelle,4706051,47,50.770243,-103.80149
Elrose Health Centre,8611,community health centre,Nursing and residential care facilities,Saskatchewan Health Authorities,,505,main street,S0L 1Z0,elrose,sk,"505 main street elrose, sk s0l 1z0",Elrose,4708094,47,51.198192,-108.032739
Emmanuel Health - Foyer St. Joseph Nursing Home,8612,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0N 1Z0,ponteix,sk,,Ponteix,,47,,
Emmanuel Health - Providence Place for Holistic Health,8613,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S6H 1B8,moose jaw,sk,,Moose Jaw,,47,,
Emmanuel Health - Santa Maria Senior Citizens Home,8616,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S4S 0J5,regina,sk,,Regina,,47,,
Emmanuel Health - St. Anthony’s Hospital,8618,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,S0A 0X0,esterhazy,sk,,Esterhazy,,47,,
Emmanuel Health - St. Joseph’s Hospital [Estevan],8619,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,S4A 0H3,estevan,sk,,Estevan,,47,,
"Good Samaritan Canada, Mountainview Village",862,,Nursing and residential care facilities,Province of British Columbia,,3070,burtch rd,V1W 5G2,kelowna,bc,3070 burtch rd kelowna bc v1w 5g2,Kelowna,5935010,59,49.8620909,-119.4638895
Emmanuel Health - St. Joseph’s Hospital/Foyer d’Youville,8620,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,S0H 1X0,gravelbourg,sk,,Gravelbourg,,47,,
Estevan Mental Health Clinic,8624,mental health clinic,Ambulatory health care services,Saskatchewan Health Authorities,,1174,nicholson rd,S4A 2V6,estevan,sk,"1174 nicholson rd estevan, sk s4a 2v6",Estevan,4701024,47,49.15058,-103.012755
Estevan Regional Nursing Home,8625,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,1921,wellock road,S4A 2B5,estevan,sk,"1921 wellock road estevan, sk s4a 2b5",Estevan,4701024,47,49.154117,-102.992586
Eston Health Centre,8626,community health centre,Nursing and residential care facilities,Saskatchewan Health Authorities,,800,main street,S0L 1A0,eston,sk,"800 main street eston, sk s0l 1a0",Eston,4708076,47,51.146105,-108.751929
Evergreen Health Centre,8627,,Ambulatory health care services,Saskatchewan Health Authorities,,,1 ave,S0L 1A0,leoville,sk,"1st ave leoville, sk",Leoville,,47,,
Evergreen Health Centre - Leoville,8628,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0J 1N0,leoville,sk,,Leoville,,47,,
Extendicare,8629,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,1151,coteau street w,S6H 5G5,moose jaw,sk,1151 coteau street west moose jaw sk s6h 5g5,Moose Jaw,4707039,47,50.382142,-105.56752
Good Shepherd Lodge,863,,Nursing and residential care facilities,Province of British Columbia,,14858,prospect ave,V4B 2B1,white rock,bc,14858 prospect ave white rock bc v4b 2b1,White Rock,5915007,59,49.0245841,-122.8105055
Extendicare — Elmview,8630,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,4125,rae street,S4S 3A5,regina,sk,,Regina,,47,,
Extendicare — Parkside,8632,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,4540,rae street,S4S 3B4,regina,sk,,Regina,,47,,
Extendicare — Sunset,8634,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,260,Sunset Dr,S4S 2S3,regina,sk,,Regina,,47,,
Family Medicine Unit,8635,medical clinic,Ambulatory health care services,Saskatchewan Health Authorities,,1621,albert street,S4S 2S3,regina,sk,1621 albert street regina saskatchewan,Regina,4706027,47,50.452644,-104.617718
Fillmore Union Health Centre,8637,medical centre,Nursing and residential care facilities,Saskatchewan Health Authorities,,100,main street,S0G 1N0,fillmore,sk,"100 main street fillmore, sk s0g 1n0",Fillmore,4702078,47,49.878156,-103.437282
Foam Lake Health Centre,8638,,Ambulatory health care services,Saskatchewan Health Authorities,,715,saskatchewan avenue e,S0A 1A0,foam lake,sk,"715 saskatchewan avenue east foam lake, sk s0a 1a0",Foam Lake,4710038,47,51.641071,-103.522845
Foam Lake Jubilee Home,8639,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,421,Alberta Ave,S0A 1A0,foam lake,sk,,Foam Lake,,47,,
Goodlad House,864,,Nursing and residential care facilities,Province of British Columbia,,7912,goodlad st,V5E 2H9,burnaby,bc,7912 goodlad st burnaby bc v5e 2h9,Burnaby,5915025,59,49.229818,-122.940914
Fort Medical Clinic,8640,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,121,broadway street w,S0G 1S0,fort quappelle,sk,121 broadway street west fort qu'appelle saskatchewan s0g 1s0,Fort Qu'Appelle,4706051,47,50.769493,-103.795093
Fort Qu'Appelle Primary Health Care Centre,8641,primary care,Ambulatory health care services,Saskatchewan Health Authorities,,178,boundary ave n,S0G 1S0,fort quappelle,sk,178 boundary ave. n. fort qu'appelle sk s0g 1s0,Fort Qu'Appelle,4706051,47,50.770855,-103.795049
Four Directions Community Health Centre,8642,health centre,Ambulatory health care services,Saskatchewan Health Authorities,,1504,albert street,S4P 2S4,regina,sk,1504 albert street regina saskatchewan s4p 2s4,Regina,4706027,47,50.454957,-104.618354
Foyer St. Joseph (Affiliate),8643,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,428,2 avenue,S0N 1Z0,ponteix,sk,"428 2nd avenue ponteix, sk s0n 1z0",Ponteix,4703058,47,49.746771,-107.494359
Gainsborough & Area Health Centre,8644,medical centre,Nursing and residential care facilities,Saskatchewan Health Authorities,,312,stephens street,S0C 0Z0,gainsborough,sk,"312 stephens street gainsborough, sk s0c 0z0",Gainsborough,4701002,47,49.179083,-101.450889
Oxbow Ems- Ambulance,8646,emergency,Ambulatory health care services,Saskatchewan Health Authorities,,,,S0C 0Z0,oxbow,sk,"oxbow, sk",Oxbow,4701014,47,49.235185,-102.173342
Galloway Health Centre - Oxbow,8647,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,917,Tupper St PO BOX 268,S0C 2B0,oxbow,sk,,Oxbow,,47,,
Gateway Alliance Medical Clinic (North),8648,medical clinic,Ambulatory health care services,Saskatchewan Health Authorities,,4535,rochdale blvd,S4X 4R3,regina,sk,4535 rochdale blvd regina sk s4x 4r3,Regina,4706027,47,50.496028,-104.646666
Gateway Alliance Medical Clinic (South),8649,medical clinic,Ambulatory health care services,Saskatchewan Health Authorities,,4661,rae street,S4S 3R3,regina,sk,4661 rae street regina saskatchewan s4s 3r3,Regina,4706027,47,50.404968,-104.620637
Gordon Head Medical Treatment Centre,865,,Ambulatory health care services,Province of British Columbia,,103-1595,mckenzie avenue,V8N 1A4,victoria,bc,103-1595 mckenzie avenue victoria bc v8n 1a4,Saanich,5917021,59,48.468573,-123.333124
Golden Acres Lodge,8650,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,300,10 st e,S0A 4V0,wynyard,sk,"300 10th st. east wynyard, sk s0a 4v0",Big Quill No. 308,4710046,47,51.79501,-104.163027
Golden Prairie Home,8651,long-term care,Nursing and residential care facilities,Saskatchewan Health Authorities,,916,eden street,S0G 2K0,indian head,sk,916 eden street indian head sk s0g 2k0,Indian Head,4706039,47,50.537795,-103.665662
Goodwill Manor Nursing Home,8654,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,,,S0K 1J0,duck lake,sk,"duck lake, sk s0k 1j0",Duck Lake,4715062,47,52.814707,-106.23065
Governing Council of the Salvation Army in Canada — William Booth Special Care Home,8655,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,50,Angus Rd.,S4R 8P6,regina,sk,,Regina,,47,,
"Grasslands Health Centre, Rockglen",8656,hospital,Nursing and residential care facilities,Saskatchewan Health Authorities,,1006,2 hwy,S0H 3R0,rockglen,sk,"1006 2 hwy, rockglen, sk s0h 3r0 rockglen sk s0h 3r0",Rockglen,4703009,47,49.18182,-105.952489
Green Lake Clinic,8657,,Ambulatory health care services,Saskatchewan Health Authorities,,,,S0M 1B0,green lake,sk,"green lake sk, s0m 1b0",Green Lake,,47,,
Greens Medical Clinic,8658,medical clinic,Ambulatory health care services,Saskatchewan Health Authorities,,712437,green falls drive,S4V 3T6,regina,sk,8-3850 green falls drive regina sk s4v 3t6,Regina,4706027,47,50.416796,-104.517287
Grenfell Health Centre,8659,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,721,stella street,S0G 2B0,grenfell,sk,721 stella street grenfell sk s0g 2b0,Grenfell,4705029,47,50.412264,-102.934048
Gorge Road Hospital,866,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,V9A 1L2,victoria,bc,,Victoria,,59,,
Grenfell Pioneer Home,8660,long term care,Nursing and residential care facilities,Saskatchewan Health Authorities,,710,regina avenue,S0G 2B0,grenfell,sk,710 regina avenue grenfell sk s0g 2b0,Grenfell,4705029,47,50.410051,-102.934515
Gull Lake Special Care Centre,8661,"acute, longterm",Nursing and residential care facilities,Saskatchewan Health Authorities,,751,grey street,S0N 1A0,gull lake,sk,"751 grey street gull lake, sk s0n 1a0",Gull Lake,4708011,47,50.090297,-108.481251
Hafford Hospital and Special Care Home,8662,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0J 1A0,hafford,sk,,Hafford,,47,,
Hafford Special Care Centre and Primary Care Site,8663,primary care clinic,Ambulatory health care services,Saskatchewan Health Authorities,,213,south ave e,S0J 1A0,hafford,sk,"213 south ave east hafford, sk s0j 1a0",Hafford,4716022,47,52.724967,-107.348039
Harbour Landing Medical Clinic,8664,medical clinic,Ambulatory health care services,Saskatchewan Health Authorities,,4500,gordon road,S4W 0B7,regina,sk,4500 gordon road regina saskatchewan s4w 0b7,Regina,4706027,47,50.408252,-104.645982
Herb Bassett Home,8665,long term care,Nursing and residential care facilities,Saskatchewan Health Authorities,,1200,24 st w,S6V 4B2,prince albert,sk,"1200 24 st w prince albert, sk s6v 4b2",Prince Albert,4715066,47,53.190981,-105.784022
Herbert & District Integrated Health Facility,8666,general,Hospitals,Public Health Agency of Canada,,405,herbert ave,S0H 2A0,herbert,sk,405 herbert ave. herbert sk s0h 2a0,Herbert,4707026,47,50.4263039,-107.2188853
